나강,"드디어 꼬리를 잡은 건가? 자, 받으시게!"
나레이션,(크세니아는 나강이 건넨 태블릿 PC를 받아 펄스 모니터로부터 이미지 신호를 수신하기 시작했다.)
나레이션,"(몇 초 뒤, 화면에 정비소 내부 모습이 드러났다.)"
모신나강,뭐가 보여?
크세니아,누군가 오픈카를 스캔하고 있어. 도청 장치가 있는 지 확인하는 것 같아.
나강,방금 그 봉고차는?
크세니아,기사가 막 내렸어. 상자를 들고 있는 거 같은데.
모신나강,도난 차량의 부품인가?
크세니아,모르겠어. 화면에서는 윤곽만 보여서 구체적인 내용물은 알 수가 없네.
크세니아,응? 다시 차에 탔어. 이렇게 금방 떠나는 건가?
나강,서두르는 게 아주 수상하구먼.
모신나강,아래에 미리 징발한 택시가 있으니까 얼른 쫓아가. 나는 드론으로 봉고차를 뒤쫓으면서 좌표를 실시간으로 동기화해 줄게.
나강,"문제 없네. 크세니아, 가지!"
크세니아,"좋아, 선배. 선배가 운전대를 잡아."
나레이션,(봉고차는 추적을 피하려는 듯이 위성도시 안을 이리저리 돌았다.)
나레이션,"(30분 뒤, 봉고차는 낡은 창고로 들어갔다.)"
나레이션,(창고 안에는 깡패로 보이는 남자들이 모여서 카드 놀이를 하고 있었다. 그 중 리더로 보이는 청년이 봉고차를 향해 다가왔다.)
젊은 깡패,일은 잘 끝났지? 뒤를 밟히지는 않았고?
봉고차 기사,"걱정 마십쇼, 형님! 일부러 뺑뺑이 좀 돌아서 안전합니다요."
젊은 깡패,좋아. 보내야 할 부품이 또 한 상자 있어. 이따가 주소 줄 테니까 다른 차로 바꿔 타고 나가.
봉고차 기사,알겠습니다요. 물건 주십쇼.
젊은 깡패,기다려. 아직 해체 중이니까.
젊은 깡패,대체 뭘 하는 데 이렇게 질질 끌고 있는 거야? 잠깐만 기다려.
나레이션,(청년은 혼자서 다른 창고로 향했다.)
나레이션,"(그는 벽에 바짝 붙어 주변을 살핀 뒤, 아무도 없는 것을 확인하고 창고 문을 열었다.)"
나레이션,(하지만 창고 안은 이상하리만치 조용했다.)
젊은 깡패,"이 머저리들아, 시간 좀 봐라!"
젊은 깡패,"이봐, 뭐 해?"
나레이션,(사방이 조용했다. 청년은 갑자기 주변을 경계하면서 허리에 찬 권총을 꺼냈다.)
젊은 깡패,다들 어디간 거야! 대답해!
나강,"다 여기 있구먼, 뭘 그렇게 찾나?"
나레이션,"(청년이 소리가 난 방향으로 총을 겨누었지만, 그의 부하들이 헝겁으로 입을 틀어 막힌 채 타이어 속에 갇힌 것만이 보였다.)"
나레이션,(그리고 타이어 뒤에서 둥근 모자 같은 것이 이리저리 움직이고 있었다.)
크세니아,"선배, 다 확인했어. 여기 있는 자동차들, 모델이랑 차량 번호 모두 도난 차량들이랑 일치해."
젊은 깡패,누구냐? 어떻게 들어온 거지?
크세니아,시간 낭비하기 싫으니까 총 내려놔. 귀찮은 일은 만들지 말자고.
젊은 깡패,"인형? 하하, 고철덩어리로 만들어주지——"
나강,"이봐, 난 무시하는 게야?!"
젊은 깡패,——윽!
나레이션,"(방아쇠를 당기기 직전, 갑자기 복부에 심한 통증을 느낀 청년은 세상이 한바퀴 도는 것을 느끼며 땅에 쓰러졌다.)"
크세니아,"대단하네, 선배. 진짜 빠르다."
나강,총 들고 설치는 녀석들은 셀 수도 없이 많이 처리해 봤지!
나레이션,(가까이 다가온 나강이 청년의 권총을 집어 들었다. 그와 동시에 모신나강이 대원들을 이끌고 창고 뒷문으로 뛰쳐 들어왔다.)
모신나강,치안 관리국이다! 사건 조사 중이니 모두 무기를 버리고 손 뒤로 올려!
크세니아,"우리야, 우리!"
모신나강,크세니아? 미안... 도둑은?
나강,"후후, 늦었구먼! 우리가 벌써 싹 다 해결했지."
나레이션,(나강이 가리키는 방향을 본 모신나강은 타이어 속에 갇힌 도둑 일당을 발견했다.)
모신나강,벌써?
나강,창고 상황을 보고한 뒤에 바로 움직였다네. 별 것도 아닌 애송이들이라 힘 쓸 것도 없더구먼.
크세니아,"선배, 앞쪽 창고에 아직 더 몇 명 더 남았잖아. 까먹었어?"
나강,"아, 이런. 큰일이구먼... 한바탕 난리를 쳤으니 분명 다 도망갔을 걸세!"
모신나강,걱정 마. 주변은 이미 봉쇄해 뒀어.
모신나강,수고했어. 나머지는 나에게 맡겨줘.
